runNum,gen,nevals,F.avg,F.max,F.min,F.nevals,F.std,S.avg,S.max,S.min,S.nevals,S.std
6,22,523,0.46125,9.44,0.15,523,0.887228,43.339,112,1,523,11.2074
6,23,566,0.42411,7.19,0.14,566,0.789502,45.887,117,1,566,11.7188
6,24,560,0.46342,9.44,0.15,560,0.963322,48.851,117,1,560,12.1094
6,25,536,0.48187,9.56,0.15,536,1.05471,51.13,117,1,536,13.5875
6,26,524,0.3778,9.44,0.15,524,0.758976,52.493,113,18,524,13.6497
6,27,546,0.39585,9.56,0.15,546,0.897233,53.68,115,1,546,15.2113
6,28,533,0.41803,7.19,0.15,533,0.836081,54.554,115,1,533,15.4768
6,29,564,0.40397,7.19,0.15,564,0.832788,56.605,134,1,564,16.9046
6,30,563,0.41516,9.44,0.15,563,0.91273,58.1,142,8,563,17.4036
6,31,570,0.38365,7.19,0.15,570,0.733404,58.562,124,1,570,17.7325
6,32,520,0.39553,9.56,0.15,520,0.869556,59.574,126,1,520,17.295
6,33,546,0.38244,9.44,0.15,546,0.799537,61.032,126,1,546,17.1851
6,34,568,0.39082,9.56,0.15,568,0.880707,61.757,126,1,568,17.5742
6,35,575,0.38315,9.56,0.15,575,0.872105,62.198,130,1,575,17.8002
6,36,535,0.36146,9.44,0.15,535,0.77127,62.956,131,1,535,18.0285
6,37,568,0.44018,9.56,0.15,568,0.953528,63.499,132,1,568,18.4027
6,38,548,0.35377,7.19,0.15,548,0.685759,66.008,158,12,548,19.4196
6,39,520,0.37834,9.44,0.15,520,0.8118,67.967,162,1,520,18.9593
6,40,520,0.332,9.44,0.15,520,0.641729,69.55,165,1,520,20.8875
6,41,551,0.34589,7.19,0.11,551,0.706956,72.065,163,9,551,21.9415
6,42,575,0.35786,7.19,0.11,575,0.748271,74.232,165,4,575,22.5331
6,43,546,0.36689,11.8,0.11,546,0.834915,76.13,165,13,546,23.0097
6,44,580,0.35811,7.19,0.11,580,0.714989,77.65,165,4,580,23.438
6,45,562,0.35763,9.44,0.11,562,0.760427,79.621,149,14,562,23.1643
6,46,585,0.35713,7.19,0.11,585,0.773,81.252,153,1,585,22.7996
6,47,562,0.36777,9.44,0.11,562,0.902155,81.617,182,23,562,23.1934
6,48,541,0.32111,9.28,0.03,541,0.74502,80.758,184,21,541,22.9037
6,49,577,0.29725,9.56,0.03,577,0.724101,77.61,184,1,577,19.6708
6,50,581,0.31829,9.28,0.03,581,0.747149,75.991,159,1,581,16.6329
6,51,536,0.28465,4.96,0.03,536,0.583964,76.754,159,11,536,15.7339
6,52,549,0.30808,9.28,0.03,549,0.738743,77.318,148,26,549,15.545
6,53,560,0.26773,9.28,0.03,560,0.618881,78.243,163,1,560,17.3338
6,54,557,0.26663,9.28,0,557,0.658601,79.499,190,11,557,18.4132
6,55,559,0.2479,9.28,0,559,0.629701,81.067,165,22,559,20.2006
6,56,522,0.25453,9.56,0,522,0.789647,82.564,201,1,522,21.6264
6,57,587,0.19246,9.28,0,587,0.583503,85.063,201,23,587,22.9381
6,58,561,0.18405,7.07,0,561,0.595742,86.675,205,4,561,24.7448
6,59,569,0.22333,9.56,0,569,0.80554,87.325,205,1,569,26.2488
6,60,583,0.21742,8.84,0,583,0.784754,86.362,207,1,583,25.3222
6,61,564,0.15062,5,0,564,0.524505,86.691,208,1,564,27.6135
6,62,525,0.14335,7.04,0,525,0.614245,86.709,217,1,525,27.6245
6,63,523,0.14946,8.84,0,523,0.691799,87.278,245,4,523,27.5229
6,64,526,0.164,8.84,0,526,0.72042,87.719,217,12,526,28.7584
6,65,567,0.19344,9.56,0,567,0.812753,90.543,246,1,567,31.2234
6,66,559,0.17819,7.04,0,559,0.744626,93.097,242,1,559,32.8479
6,67,535,0.10082,8.84,0,535,0.499897,96.281,242,21,535,32.419
6,68,553,0.12062,9.56,0,553,0.536228,98.408,252,1,553,33.899
6,69,549,0.14278,8.84,0,549,0.629564,100.798,242,12,549,34.3296
6,70,570,0.14544,7.04,0,570,0.617385,103.693,258,17,570,35.8489
6,71,557,0.11331,8.84,0,557,0.585448,106.93,242,20,557,36.2799
6,72,632,0.14883,9.56,0,632,0.733699,107.342,257,20,632,38.1261
6,73,577,0.11349,4.76,0,577,0.44678,110.543,269,4,577,39.6906
6,74,557,0.11884,9.56,0,557,0.627329,111.382,269,1,557,42.0769
6,75,557,0.10624,7.04,0,557,0.475023,114.995,304,4,557,43.9976
6,76,570,0.1319,8.84,0,570,0.671941,117.069,319,24,570,46.7218
6,77,530,0.13645,8.84,0,530,0.655293,118.627,301,1,530,48.0943
6,78,564,0.08277,8.84,0,564,0.408291,121.781,302,19,564,49.0662
6,79,551,0.07721,7.04,0,551,0.406956,126.635,298,1,551,50.1068
6,80,568,0.10879,8.84,0,568,0.52239,128.619,305,20,568,48.0285
6,81,537,0.088,9.56,0,537,0.539931,129.157,307,4,537,49.2703
6,82,553,0.09996,8.84,0,553,0.573599,132.396,318,1,553,50.0492
6,83,577,0.09283,8.84,0,577,0.507554,134.259,318,4,577,48.9646
6,84,568,0.09142,7.16,0,568,0.458784,133.227,318,18,568,50.0913
6,85,560,0.12165,9.56,0,560,0.589902,133.713,286,1,560,50.7489
6,86,595,0.11966,8.84,0,595,0.577637,133.815,286,1,595,49.9611
6,87,545,0.11952,8.84,0,545,0.620946,136.481,292,1,545,50.5888
6,88,563,0.10241,8.84,0,563,0.531278,138.553,288,18,563,51.7135
6,89,573,0.07608,3.96,0,573,0.327512,142.787,329,4,573,53.303
6,90,551,0.10134,8.84,0,551,0.579969,145.637,329,19,551,52.8359
6,91,569,0.10116,8.84,0,569,0.672181,145.852,329,4,569,53.4728
6,92,542,0.10608,9.56,0,542,0.662523,148.378,329,1,542,54.2625
6,93,510,0.09674,8.84,0,510,0.564674,151.541,331,4,510,54.7719
6,94,513,0.06534,8.84,0,513,0.415606,154.986,333,18,513,56.7776
6,95,563,0.10759,9.56,0,563,0.647552,158.552,375,4,563,59.813
6,96,557,0.07057,8.84,0,557,0.440871,160.364,375,19,557,60.3886
6,97,548,0.0815,9.56,0,548,0.501337,163.336,340,9,548,60.0255
6,98,528,0.0629,7.04,0,528,0.399684,166.878,349,4,528,61.9161
6,99,558,0.09895,8.84,0,558,0.595331,170.01,376,14,558,63.2575
6,100,540,0.08964,9.56,0,540,0.464496,170.263,381,4,540,62.7122
6,101,550,0.07239,9.56,0,550,0.549859,172.315,352,1,550,61.3725
6,102,538,0.08083,8.84,0,538,0.548565,174.492,375,11,538,61.3083
6,103,590,0.06828,4.76,0,590,0.334322,177.492,415,11,590,58.9027
6,104,529,0.06933,8.84,0,529,0.435456,178.838,377,21,529,55.8002
6,105,513,0.12193,7.04,0,513,0.602121,179.381,370,11,513,57.3169
6,106,568,0.085,8.84,0,568,0.558727,178.513,370,11,568,57.6782
6,107,536,0.08254,9.56,0,536,0.575582,179.587,370,1,536,59.2547
6,108,531,0.06303,5,0,531,0.380584,179.027,373,4,531,57.2298
6,109,494,0.06957,4.76,0,494,0.391794,176.778,375,19,494,55.2806
6,110,559,0.09579,8.84,0,559,0.590638,178.658,388,23,559,58.1055
6,111,547,0.10832,9.56,0,547,0.699124,178.072,391,4,547,56.211
6,112,549,0.0828,9.56,0,549,0.556888,178.879,432,14,549,59.2994
6,113,546,0.09589,8.84,0,546,0.657131,181.844,432,14,546,61.0387
6,114,521,0.06146,4.76,0,521,0.341819,181.734,390,21,521,61.4283
6,115,556,0.06629,5.76,0,556,0.388134,183.531,400,12,556,62.7336
6,116,573,0.0752,8.84,0,573,0.456008,186.311,394,18,573,63.987
6,117,544,0.05397,4.76,0,544,0.323002,191.222,405,22,544,61.9334
6,118,553,0.06076,7.04,0,553,0.385525,190.989,405,26,553,63.3885
6,119,568,0.05408,4.76,0,568,0.341355,189.629,482,4,568,62.017
6,120,543,0.05302,5.76,0,543,0.341773,191.351,406,12,543,62.0198
6,121,551,0.07833,9.56,0,551,0.573482,188.266,430,4,551,63.882
6,122,564,0.05228,7.04,0,564,0.362952,191.848,406,24,564,61.2114
6,123,555,0.08468,9.44,0,555,0.566752,192.16,383,11,555,60.7769
6,124,536,0.0725,8.84,0,536,0.471375,192.879,383,6,536,58.8263
6,125,583,0.04187,4.76,0,583,0.260226,194.915,400,13,583,61.7532
6,126,539,0.06079,8.84,0,539,0.432072,198.878,389,11,539,63.7874
6,127,519,0.05289,7.04,0,519,0.383993,200.179,436,16,519,63.1308
6,128,580,0.05989,8.84,0,580,0.403669,201.025,436,11,580,63.3424
6,129,573,0.06279,8.84,0,573,0.456536,202.032,436,29,573,60.0219
6,130,534,0.05425,8.84,0,534,0.377805,200.763,405,13,534,61.5775
6,131,577,0.04998,4.16,0,577,0.320011,201.91,416,19,577,62.4868
6,132,582,0.07156,8.84,0,582,0.434892,204.34,421,14,582,63.9714
6,133,557,0.08,8.84,0,557,0.571845,206.488,415,4,557,63.8118
6,134,526,0.09497,9.32,0,526,0.620344,209.122,426,13,526,62.8998
6,135,519,0.08505,8.84,0,519,0.573438,211.2,428,19,519,64.2963
6,136,554,0.05875,8.84,0,554,0.42752,211.159,428,1,554,64.5044
6,137,533,0.06693,8.84,0,533,0.48278,209.604,428,13,533,67.3313
6,138,584,0.07597,9.56,0,584,0.569479,213.052,533,11,584,70.5522
6,139,594,0.06625,9.56,0,594,0.490753,217.271,534,1,594,70.9309
6,140,587,0.05431,7.04,0,587,0.359176,218.621,450,4,587,67.0577
6,141,539,0.04434,8.84,0,539,0.361576,220.009,450,13,539,66.4118
6,142,516,0.04512,7.04,0,516,0.343912,222.744,463,25,516,68.1223
6,143,556,0.04205,4.76,0,556,0.304756,220.052,471,11,556,69.5633
6,144,560,0.05604,7.04,0,560,0.334167,224.023,478,11,560,72.2438
6,145,538,0.04884,4.76,0,538,0.310472,223.588,462,1,538,71.22
6,146,512,0.03871,7.04,0,512,0.310547,223.776,516,23,512,74.1355
6,147,527,0.0837,8.84,0,527,0.587144,224.156,486,1,527,74.806
6,148,535,0.05724,8.84,0,535,0.41583,225.545,489,1,535,73.6491
6,149,566,0.06062,7.04,0,566,0.400389,225.338,500,1,566,75.2391
6,150,561,0.06712,7.04,0,561,0.396214,224.932,479,16,561,75.7901
6,151,535,0.06805,8.84,0,535,0.576338,224.034,468,9,535,70.8829
6,152,554,0.07184,8.84,0,554,0.519334,224.7,545,61,554,71.5572
6,153,511,0.03376,4.76,0,511,0.253793,224.909,470,6,511,72.9713
6,154,536,0.05465,8.84,0,536,0.383243,223.754,470,21,536,71.2619
6,155,554,0.07345,8.84,0,554,0.505032,220.593,466,14,554,70.7759
6,156,571,0.08854,8.84,0,571,0.593272,223.793,466,13,571,72.0775
6,157,530,0.03862,4.76,0,530,0.255844,224.242,528,14,530,72.7196
6,158,554,0.0528,8.84,0,554,0.389955,224.033,465,6,554,70.8865
6,159,545,0.0593,7.04,0,545,0.379804,227.856,470,12,545,72.9884
6,160,614,0.07369,8.84,0,614,0.527539,229.782,466,11,614,75.7088
6,161,543,0.05457,5,0,543,0.385612,230.314,467,1,543,76.4685
6,162,548,0.03864,3.96,0,548,0.218926,234.145,468,14,548,75.6059
6,163,546,0.06382,9.56,0,546,0.440238,231.52,504,1,546,76.735
6,164,551,0.0749,8.84,0,551,0.517919,230.823,473,11,551,77.2059
6,165,560,0.06595,8.84,0,560,0.461997,234.457,468,11,560,80.4713
6,166,535,0.08312,8.84,0,535,0.54036,234.295,468,13,535,78.3187
6,167,549,0.04485,7.04,0,549,0.310394,237.924,473,13,549,78.0415
6,168,551,0.07886,7.24,0,551,0.426327,236.229,473,1,551,75.9087
6,169,552,0.042,4.76,0,552,0.286972,238.833,480,14,552,74.4621
6,170,570,0.04304,2.52,0,570,0.234866,244.645,541,16,570,73.4755
6,171,536,0.04625,8.84,0,536,0.397562,242.168,522,1,536,72.8181
6,172,534,0.05448,9.56,0,534,0.420104,247.733,529,4,534,75.0367
6,173,527,0.04129,3.96,0,527,0.262701,249.226,529,1,527,74.8685
6,174,539,0.07205,8.84,0,539,0.507015,246.292,530,1,539,74.1851
6,175,575,0.03777,3.96,0,575,0.235218,249.304,530,14,575,71.2874
6,176,558,0.06788,8.84,0,558,0.476352,251.012,539,15,558,71.734
6,177,546,0.05011,8.84,0,546,0.454112,249.06,539,4,546,72.7784
6,178,532,0.05011,9.56,0,532,0.445602,250.028,530,1,532,71.4644
6,179,547,0.05406,10.28,0,547,0.463799,250.389,533,19,547,73.4515
6,180,531,0.05118,7.04,0,531,0.394355,250.7,582,1,531,75.3659
6,181,542,0.03708,4.76,0,542,0.275229,254.249,582,30,542,75.5654
6,182,582,0.07148,7.04,0,582,0.44761,250.997,534,29,582,72.9821
6,183,553,0.02877,3.12,0,553,0.190304,252.233,533,20,553,72.1573
6,184,558,0.04266,3.12,0,558,0.235173,254.436,533,11,558,72.2878
6,185,574,0.03255,1.96,0,574,0.177485,256.049,534,25,574,73.1954
6,186,573,0.05585,4.76,0,573,0.356736,253.527,541,19,573,73.1982
6,187,562,0.02876,4.76,0,562,0.223092,253.459,541,33,562,71.3774
6,188,589,0.06523,9.49,0,589,0.470031,250.18,541,13,589,76.6688
6,189,543,0.04768,8.84,0,543,0.375909,250.785,547,13,543,76.5195
6,190,550,0.0435,9.56,0,550,0.367104,251.015,467,1,550,74.5333
6,191,553,0.06468,8.84,0,553,0.479234,253.616,478,19,553,73.1087
6,192,586,0.07405,8.84,0,586,0.529908,251.743,673,4,586,74.1041
6,193,545,0.03227,3.32,0,545,0.212196,247.374,453,4,545,74.7037
6,194,549,0.04665,7.04,0,549,0.357656,252.25,522,13,549,77.1291
6,195,568,0.05922,4.76,0,568,0.343846,251.3,525,11,568,79.4284
6,196,537,0.02765,4.76,0,537,0.208564,248.68,525,1,537,80.8706
6,197,585,0.04823,8.84,0,585,0.37286,249.624,522,13,585,80.8055
6,198,517,0.04874,8.84,0,517,0.420414,248.759,522,13,517,78.4076
6,199,540,0.07114,8.84,0,540,0.519762,254.92,523,24,540,78.3363
6,200,554,0.05354,7.04,0,554,0.377363,251.25,516,1,554,79.1061
7,0,1000,4.44826,11.43,0.44,1000,3.07795,6.967,12,4,1000,3.49312
7,1,543,2.81386,12.23,0.44,543,1.99573,7.375,23,1,543,3.79083
7,2,582,2.32967,11.14,0.44,582,1.79574,7.901,23,1,582,4.07985
7,3,570,2.18761,11.17,0.44,570,1.83203,8.475,23,1,570,4.18466
7,4,540,1.93772,11.14,0.44,540,1.76063,9.419,25,1,540,4.17582
7,5,555,1.81962,11.14,0.44,555,1.79818,10.687,26,1,555,4.15344
7,6,575,1.6259,12.23,0.44,575,1.83373,11.801,28,1,575,4.07424
7,7,562,1.46068,10.22,0.44,562,1.76964,12.432,29,1,562,4.04961
7,8,531,1.45856,11.14,0.41,531,1.92535,12.782,31,1,531,4.40346
7,9,523,1.3231,12.23,0.41,523,1.74191,13.047,31,1,523,5.01206
7,10,532,1.14091,10.15,0.34,532,1.57627,13.345,40,1,532,5.60642
7,11,526,1.07251,10.15,0.34,526,1.59044,13.624,47,1,526,5.65231
7,12,536,1.0828,10.15,0.34,536,1.50153,14.244,50,4,536,6.17272
7,13,560,1.09752,10.15,0.34,560,1.46486,14.783,37,1,560,5.86719
7,14,562,1.14112,10.15,0.34,562,1.60495,15.394,45,1,562,5.73016
7,15,543,1.05404,10.15,0.34,543,1.58226,16.09,45,1,543,5.39758
7,16,561,0.9908,10.47,0.31,561,1.44448,17.091,45,1,561,5.42298
7,17,556,1.0184,12.15,0.31,556,1.61855,18.158,45,1,556,5.42799
7,18,563,0.94793,10.15,0.31,563,1.43033,18.198,41,1,563,5.54011
7,19,548,0.9019,10.15,0.26,548,1.38489,18.367,41,1,548,5.52289
7,20,555,0.86635,10.15,0.26,555,1.38136,18.257,49,1,555,5.63781
7,21,579,0.86795,10.15,0.26,579,1.30087,18.702,47,1,579,6.02339
7,22,502,0.74757,10.15,0.26,502,1.17377,19.244,52,1,502,6.30369
7,23,543,0.84969,10.15,0.26,543,1.30884,20.953,55,1,543,6.85469
7,24,543,0.74177,12.23,0.26,543,1.19921,23.073,55,1,543,7.5959
7,25,561,0.75541,9.75,0.26,561,1.2125,24.694,59,1,561,8.20466
7,26,548,0.72615,9.7,0.26,548,1.27233,27.146,59,1,548,8.17537
7,27,548,0.71785,10.15,0.26,548,1.24217,29.471,63,1,548,8.33841
7,28,555,0.62857,9.7,0.26,555,1.05162,30.36,72,1,555,9.09486
7,29,516,0.67597,10.15,0.26,516,1.18852,30.599,72,1,516,9.8383
7,30,525,0.6364,10.15,0.26,525,1.14181,30.273,74,1,525,9.93491
7,31,567,0.62931,10.15,0.26,567,1.08679,31.403,108,1,567,11.4823
7,32,577,0.67569,10.68,0.26,577,1.23287,32.17,105,1,577,11.8687
7,33,519,0.59342,9.62,0.26,519,1.05662,33.471,105,1,519,13.1875
7,34,584,0.64791,10.15,0.25,584,1.22059,34.623,105,1,584,13.9476
7,35,593,0.58342,10.9,0.25,593,1.01593,36.498,114,1,593,15.1838
7,36,557,0.60069,10.15,0.25,557,1.10354,38.35,107,4,557,15.4775
7,37,549,0.52281,10.02,0.25,549,0.994551,39.284,116,1,549,15.8553
7,38,515,0.55864,10.15,0.25,515,0.991182,41.05,120,1,515,17.0541
7,39,575,0.57858,10.15,0.25,575,1.16229,43.004,124,1,575,17.2653
7,40,582,0.56229,10.15,0.25,582,1.09935,44.801,128,1,582,18.6485
7,41,540,0.55924,9.62,0.25,540,1.07497,47.926,128,1,540,19.3614
7,42,549,0.54749,10.02,0.25,549,1.16559,51.68,138,1,549,20.1563
7,43,564,0.46688,9.62,0.25,564,0.830244,55.899,154,4,564,20.5069
7,44,535,0.46155,10.02,0.25,535,0.949241,58.96,156,1,535,19.8647
7,45,541,0.46042,10.74,0.25,541,0.986306,63.106,168,9,541,19.0089
7,46,515,0.5182,10.15,0.25,515,1.17477,64.355,161,4,515,18.0455
7,47,563,0.5609,9.75,0.25,563,1.26298,66.839,205,1,563,18.9074
7,48,570,0.50639,10.89,0.25,570,1.12192,67.616,137,1,570,19.2503
7,49,515,0.43421,10.05,0.25,515,0.865787,69.58,148,4,515,20.7713
7,50,546,0.51148,10.15,0.25,546,1.17105,72.387,165,9,546,22.1687
7,51,557,0.4763,9.61,0.25,557,1.01257,74.321,169,4,557,23.3765
7,52,584,0.53743,9.64,0.25,584,1.22583,78.568,204,9,584,24.788
7,53,597,0.50881,10.15,0.25,597,1.13665,81.242,200,4,597,28.8028
7,54,558,0.45835,9.62,0.25,558,0.903257,85.421,218,1,558,30.1392
7,55,536,0.45048,9.62,0.25,536,0.937137,89.872,249,4,536,32.4314
7,56,554,0.42268,10.15,0.25,554,0.861817,93.95,213,4,554,31.9093
7,57,593,0.42071,9.61,0.25,593,0.890699,95.521,210,1,593,34.2938
7,58,563,0.43906,9.7,0.25,563,1.06128,98.712,210,4,563,33.121
7,59,517,0.39429,9.61,0.25,517,0.842348,102.341,221,1,517,33.8061
7,60,548,0.43052,10.15,0.25,548,0.936583,105.314,225,4,548,35.326
7,61,568,0.42781,12.23,0.25,568,0.941499,107.398,302,9,568,37.8197
7,62,532,0.4007,10.01,0.25,532,0.882295,109.584,237,9,532,38.5267
7,63,586,0.3988,9.61,0.25,586,0.706929,112.106,278,1,586,39.6138
7,64,560,0.4305,9.61,0.25,560,0.987057,115.203,278,4,560,41.9353
7,65,516,0.42319,9.61,0.25,516,0.96553,117.732,314,4,516,43.7149
7,66,511,0.38519,9.61,0.25,511,0.765197,123.188,314,9,511,43.6625
7,67,547,0.40733,10.15,0.25,547,0.918055,127.314,314,1,547,46.6047
7,68,570,0.44802,10.03,0.25,570,1.0361,129.305,324,9,570,47.7494
7,69,576,0.38494,9.61,0.25,576,0.745866,134.643,315,9,576,47.6714
7,70,537,0.33919,9.61,0.25,537,0.490357,137.734,314,1,537,47.9396
7,71,594,0.41265,10.15,0.25,594,1.00339,139.548,321,1,594,50.2426
7,72,530,0.38879,9.61,0.25,530,0.879437,139.779,321,1,530,51.7583
7,73,560,0.39432,9.62,0.25,560,0.866534,143.941,381,9,560,53.1406
7,74,580,0.40332,9.61,0.25,580,0.908616,145.142,314,9,580,54.1403
7,75,543,0.37208,9.61,0.25,543,0.737869,147.03,314,1,543,55.4052
7,76,566,0.3453,9.61,0.25,566,0.627887,151.676,314,9,566,56.6068
7,77,528,0.33889,9.61,0.25,528,0.566081,150.363,314,9,528,58.2632
7,78,536,0.40326,10.15,0.25,536,0.865487,150.39,314,1,536,59.4807
7,79,594,0.35609,9.61,0.25,594,0.666249,153.448,363,1,594,60.791
7,80,508,0.36738,9.61,0.25,508,0.745999,156.251,348,14,508,58.8683
7,81,558,0.40992,9.61,0.25,558,0.897652,155.392,329,4,558,59.6878
7,82,536,0.36872,10.15,0.25,536,0.806259,161.175,364,1,536,63.287
7,83,546,0.37925,9.61,0.25,546,0.841494,165.767,330,9,546,62.5263
7,84,539,0.34821,9.61,0.25,539,0.692205,167.842,391,1,539,64.2878
7,85,574,0.35396,9.61,0.25,574,0.588306,168.275,342,1,574,64.594
7,86,575,0.34821,9.61,0.25,575,0.637635,171.496,344,9,575,65.5843
7,87,544,0.35591,9.61,0.25,544,0.659928,173.146,364,12,544,64.78
7,88,530,0.34784,10.03,0.25,530,0.692357,175.816,368,4,530,65.0296
7,89,524,0.33644,9.61,0.25,524,0.594837,177.515,368,9,524,66.166
7,90,564,0.40593,9.69,0.25,564,0.923789,180.353,423,9,564,66.1547
7,91,553,0.35072,5.33,0.25,553,0.538056,182.357,443,4,553,68.621
7,92,560,0.36647,10.89,0.25,560,0.781937,182.774,443,9,560,68.0087
7,93,531,0.35738,9.61,0.25,531,0.733339,183.262,363,11,531,68.5549
7,94,553,0.37859,9.61,0.25,553,0.767222,184.383,385,4,553,69.7847
7,95,570,0.3543,9.61,0.25,570,0.750585,185.228,419,1,570,71.7869
7,96,571,0.36761,9.61,0.25,571,0.675018,189.772,432,11,571,72.2578
7,97,554,0.33673,9.61,0.25,554,0.600678,193.605,390,9,554,72.4921
7,98,548,0.38557,9.61,0.25,548,0.830163,192.379,412,9,548,73.2616
7,99,545,0.35239,9.61,0.25,545,0.695664,195.453,406,15,545,73.264
7,100,528,0.37495,9.61,0.25,528,0.789603,197.664,394,9,528,74.5685
7,101,579,0.34572,9.61,0.25,579,0.666494,202.964,394,4,579,72.9545
7,102,541,0.36079,9.61,0.25,541,0.76059,202.212,380,9,541,73.2403
7,103,572,0.31128,9.61,0.25,572,0.487123,201.311,404,9,572,73.1292
7,104,559,0.34062,9.61,0.25,559,0.581919,200.981,414,9,559,72.2733
7,105,509,0.35028,9.61,0.25,509,0.689514,199.559,404,9,509,73.5625
7,106,527,0.36972,9.61,0.25,527,0.694843,201.254,404,1,527,72.9174
7,107,575,0.32182,9.61,0.25,575,0.538924,202.422,407,9,575,72.2643
7,108,552,0.33728,9.61,0.25,552,0.649671,202.68,409,1,552,73.0625
7,109,541,0.37384,9.61,0.25,541,0.828544,201.44,407,9,541,71.5478
7,110,548,0.31218,9.61,0.25,548,0.407684,200.205,433,19,548,71.7864
7,111,560,0.32725,9.61,0.25,560,0.544395,203.723,433,4,560,72.7598
7,112,567,0.33961,9.61,0.25,567,0.71724,204.515,433,16,567,71.4243
7,113,562,0.33249,9.61,0.25,562,0.616509,206.938,406,9,562,72.6013
7,114,575,0.32513,9.61,0.25,575,0.499921,212.602,402,1,575,74.0335
7,115,487,0.35949,10.15,0.25,487,0.840105,212.118,396,9,487,76.3061
7,116,568,0.33191,9.61,0.25,568,0.605077,214.198,404,9,568,76.4965
7,117,540,0.33489,9.61,0.25,540,0.700087,218.475,459,11,540,75.8664
7,118,532,0.31411,10.15,0.25,532,0.575882,215.466,453,4,532,79.9989
7,119,509,0.33139,9.61,0.25,509,0.620647,218.568,453,12,509,79.4577
7,120,516,0.33479,10.15,0.25,516,0.677847,220.208,465,1,516,82.3129
7,121,550,0.34472,9.61,0.25,550,0.636606,225.091,453,4,550,82.6026
7,122,581,0.37974,10.03,0.25,581,0.862862,230.631,440,9,581,84.1748
7,123,529,0.31586,9.61,0.25,529,0.438146,234.379,440,9,529,83.2005
7,124,550,0.32309,9.61,0.25,550,0.555216,233.719,506,9,550,83.2017
7,125,557,0.33751,9.61,0.25,557,0.672253,233.577,513,4,557,81.1746
7,126,538,0.31172,9.61,0.25,538,0.510203,231.825,521,9,538,80.7031
7,127,552,0.34183,9.61,0.25,552,0.665963,235.744,506,9,552,79.5709
7,128,527,0.34023,9.61,0.25,527,0.638591,238.388,506,12,527,80.1939
7,129,549,0.32232,9.61,0.25,549,0.531449,237.944,516,4,549,79.6069
7,130,566,0.33697,9.67,0.25,566,0.594529,239.563,470,4,566,80.1502
7,131,535,0.33133,9.61,0.25,535,0.574138,245.823,528,9,535,79.4731
7,132,550,0.30477,9.61,0.25,550,0.491565,248.975,430,32,550,79.9837
7,133,552,0.35693,9.61,0.25,552,0.781749,249.114,482,9,552,84.4367
7,134,532,0.2981,9.61,0.25,532,0.400112,251.573,492,9,532,84.3254
7,135,554,0.3624,10.15,0.25,554,0.83506,247.968,482,12,554,85.2973
7,136,551,0.32742,9.61,0.25,551,0.605485,249.729,484,9,551,82.0084
7,137,573,0.3488,9.61,0.25,573,0.659974,244.582,502,9,573,83.2105
7,138,565,0.32758,9.61,0.25,565,0.548124,243.876,502,12,565,81.1233
7,139,537,0.30861,9.61,0.25,537,0.444654,246.818,613,9,537,82.9093
7,140,530,0.3069,9.61,0.25,530,0.455499,244.824,502,12,530,80.152
7,141,571,0.34873,9.61,0.25,571,0.755442,243.325,502,9,571,79.5374
7,142,534,0.33888,10.05,0.25,534,0.683067,246.406,476,9,534,81.5528
7,143,542,0.34454,9.81,0.25,542,0.667511,245.327,473,9,542,82.463
7,144,593,0.35682,9.61,0.25,593,0.738473,241.549,549,9,593,81.5438
7,145,545,0.35943,9.61,0.25,545,0.79706,247.295,484,14,545,82.0191
7,146,508,0.31604,9.61,0.25,508,0.579846,247.793,484,1,508,79.8926
7,147,538,0.35194,10.63,0.25,538,0.792052,247.312,492,29,538,77.9755
7,148,545,0.31873,9.61,0.25,545,0.581296,245.71,427,9,545,79.3342
7,149,536,0.34877,9.61,0.25,536,0.791795,247.524,434,1,536,78.7654
7,150,536,0.31581,9.61,0.25,536,0.483244,253.327,436,12,536,75.8654
7,151,509,0.31744,10.15,0.25,509,0.585408,254.792,461,1,509,77.8558
7,152,568,0.34697,10.15,0.25,568,0.643252,254.755,604,4,568,75.6216
7,153,525,0.28527,4.27,0.25,525,0.238453,257.889,463,4,525,75.4785
7,154,570,0.34241,9.61,0.25,570,0.646973,253.928,495,9,570,76.5137
7,155,553,0.31378,9.61,0.25,553,0.615441,249.259,497,4,553,75.8237
7,156,544,0.30355,5.14,0.25,544,0.324508,249.997,495,1,544,79.9568
7,157,533,0.3287,9.61,0.25,533,0.522878,250.67,531,4,533,79.146
7,158,563,0.31887,9.61,0.25,563,0.508077,253.405,511,14,563,80.9196
7,159,555,0.32701,9.61,0.25,555,0.54106,251.374,493,9,555,80.0983
7,160,574,0.33534,9.61,0.25,574,0.583339,254.868,459,49,574,76.1252
7,161,528,0.32737,9.61,0.25,528,0.606029,254.115,445,9,528,79.333
7,162,535,0.30497,9.61,0.25,535,0.534449,256.632,447,1,535,80.8959
7,163,575,0.34121,9.61,0.25,575,0.702841,257.436,493,19,575,82.158
7,164,586,0.32399,9.61,0.25,586,0.573449,257.086,491,9,586,85.0054
7,165,578,0.34759,9.61,0.25,578,0.723037,255.824,499,1,578,84.1877
7,166,541,0.32906,9.71,0.25,541,0.602249,255.821,499,9,541,83.7664
7,167,570,0.31595,9.61,0.25,570,0.438297,250.837,570,9,570,85.5611
7,168,570,0.33005,10.15,0.25,570,0.604012,253.476,499,9,570,86.5135
